Feature
82,ENSRNOG00000006471
83,ENSRNOG00000014819
84,ENSRNOG00000030888
85,ENSRNOG00000013003
86,ENSRNOG00000017641
87,ENSRNOG00000019942
88,ENSRNOG00000030724
89,ENSRNOG00000055097
90,ENSRNOG00000016545
91,ENSRNOG00000042289
92,ENSRNOG00000020443
93,ENSRNOG00000009324
94,ENSRNOG00000017987
95,ENSRNOG00000008353
96,ENSRNOG00000020144
97,ENSRNOG00000043039
98,ENSRNOG00000062811
99,ENSRNOG00000027383
100,ENSRNOG00000018371
101,ENSRNOG00000066351
102,ENSRNOG00000017468
103,ENSRNOG00000020615
104,ENSRNOG00000008810
105,ENSRNOG00000024918
106,ENSRNOG00000028302
107,ENSRNOG00000016150
108,ENSRNOG00000067832
109,ENSRNOG00000003972
110,ENSRNOG00000037795
111,ENSRNOG00000023008
112,ENSRNOG00000031211
113,ENSRNOG00000024172
114,ENSRNOG00000025994
115,ENSRNOG00000001476
116,ENSRNOG00000012229
117,ENSRNOG00000000515
118,ENSRNOG00000003925
119,ENSRNOG00000043035
120,ENSRNOG00000008046
121,ENSRNOG00000002976
122,ENSRNOG00000016315
123,ENSRNOG00000016655
124,ENSRNOG00000039417
125,ENSRNOG00000002754
126,ENSRNOG00000071095
127,ENSRNOG00000065569
128,ENSRNOG00000013285
129,ENSRNOG00000019246
130,ENSRNOG00000048733
131,ENSRNOG00000013149
132,ENSRNOG00000019109
133,ENSRNOG00000022610
134,ENSRNOG00000007405
135,ENSRNOG00000007968
136,ENSRNOG00000004049
137,ENSRNOG00000052354
138,ENSRNOG00000020950
139,ENSRNOG00000004027
140,ENSRNOG00000001315
141,ENSRNOG00000008592
142,ENSRNOG00000051510
143,ENSRNOG00000024899
144,ENSRNOG00000020623
145,ENSRNOG00000007398
146,ENSRNOG00000020426
147,ENSRNOG00000057815
148,ENSRNOG00000009751
149,ENSRNOG00000001035
150,ENSRNOG00000013869
151,ENSRNOG00000019381
152,ENSRNOG00000018047
153,ENSRNOG00000039730
154,ENSRNOG00000021943
155,ENSRNOG00000000047
156,ENSRNOG00000032539
157,ENSRNOG00000062471
158,ENSRNOG00000067554
159,ENSRNOG00000028168
160,ENSRNOG00000011357
161,ENSRNOG00000016405
162,ENSRNOG00000001383
163,ENSRNOG00000005151
164,ENSRNOG00000002724
165,ENSRNOG00000018420
166,ENSRNOG00000024257
167,ENSRNOG00000024025
168,ENSRNOG00000007229
169,ENSRNOG00000024022
170,ENSRNOG00000016886
171,ENSRNOG00000037251
172,ENSRNOG00000003365
173,ENSRNOG00000049686
174,ENSRNOG00000025184
175,ENSRNOG00000021134
176,ENSRNOG00000014886
177,ENSRNOG00000056407
178,ENSRNOG00000022331
179,ENSRNOG00000019552
180,ENSRNOG00000002174
181,ENSRNOG00000000597
182,ENSRNOG00000046128
183,ENSRNOG00000013353
184,ENSRNOG00000003918
185,ENSRNOG00000032208
186,ENSRNOG00000021285
187,ENSRNOG00000007519
188,ENSRNOG00000013591
189,ENSRNOG00000017178
190,ENSRNOG00000005426
191,ENSRNOG00000004159
192,ENSRNOG00000021032
193,ENSRNOG00000023431
194,ENSRNOG00000017959
195,ENSRNOG00000051531
196,ENSRNOG00000000925
197,ENSRNOG00000003186
198,ENSRNOG00000020942
199,ENSRNOG00000002142
200,ENSRNOG00000054286
201,ENSRNOG00000001758
202,ENSRNOG00000007818
203,ENSRNOG00000023628
204,ENSRNOG00000004659
205,ENSRNOG00000016571
206,ENSRNOG00000006037
207,ENSRNOG00000007341
208,ENSRNOG00000025310
209,ENSRNOG00000007753
210,ENSRNOG00000018567
211,ENSRNOG00000014226
212,ENSRNOG00000029197
213,ENSRNOG00000054900
214,ENSRNOG00000052289
215,ENSRNOG00000037718
216,ENSRNOG00000042741
217,ENSRNOG00000018954
218,ENSRNOG00000015768
219,ENSRNOG00000001603
220,ENSRNOG00000047446
221,ENSRNOG00000017564
222,ENSRNOG00000066473
223,ENSRNOG00000026420
224,ENSRNOG00000008489
225,ENSRNOG00000008274
226,ENSRNOG00000006620
227,ENSRNOG00000039379
228,ENSRNOG00000063034
229,ENSRNOG00000020107
230,ENSRNOG00000048874
231,ENSRNOG00000000392
232,ENSRNOG00000009422
233,ENSRNOG00000016454
234,ENSRNOG00000052393
235,ENSRNOG00000046000
236,ENSRNOG00000011507
237,ENSRNOG00000043383
238,ENSRNOG00000026514
239,ENSRNOG00000057616
240,ENSRNOG00000008989
241,ENSRNOG00000070045
242,ENSRNOG00000001036
243,ENSRNOG00000008215
244,ENSRNOG00000014052
245,ENSRNOG00000005248
246,ENSRNOG00000009000
247,ENSRNOG00000014964
248,ENSRNOG00000001329
249,ENSRNOG00000004598
250,ENSRNOG00000039698
251,ENSRNOG00000024567
252,ENSRNOG00000057501
253,ENSRNOG00000027240
254,ENSRNOG00000001017
255,ENSRNOG00000014693
256,ENSRNOG00000061182
257,ENSRNOG00000005377
258,ENSRNOG00000010813
259,ENSRNOG00000012379
260,ENSRNOG00000045670
261,ENSRNOG00000015867
262,ENSRNOG00000009030
263,ENSRNOG00000049426
264,ENSRNOG00000004672
265,ENSRNOG00000026458
266,ENSRNOG00000022896
267,ENSRNOG00000028386
268,ENSRNOG00000012528
269,ENSRNOG00000003524
270,ENSRNOG00000030927
271,ENSRNOG00000047867
272,ENSRNOG00000016346
273,ENSRNOG00000038202
274,ENSRNOG00000049203
275,ENSRNOG00000020770
276,ENSRNOG00000003649
277,ENSRNOG00000015318
278,ENSRNOG00000051490
279,ENSRNOG00000064497
280,ENSRNOG00000001237
281,ENSRNOG00000056637
282,ENSRNOG00000007064
283,ENSRNOG00000003397
284,ENSRNOG00000055259
285,ENSRNOG00000016231
286,ENSRNOG00000012764
287,ENSRNOG00000013061
288,ENSRNOG00000007422
289,ENSRNOG00000038896
290,ENSRNOG00000004417
291,ENSRNOG00000049596
292,ENSRNOG00000039858
293,ENSRNOG00000000156
294,ENSRNOG00000008102
295,ENSRNOG00000007316
296,ENSRNOG00000066712
297,ENSRNOG00000061597
298,ENSRNOG00000013383
299,ENSRNOG00000057862
300,ENSRNOG00000056768
301,ENSRNOG00000001079
302,ENSRNOG00000022012
303,ENSRNOG00000004604
304,ENSRNOG00000001174
305,ENSRNOG00000024815
306,ENSRNOG00000007523
307,ENSRNOG00000003280
308,ENSRNOG00000016936
309,ENSRNOG00000020579
310,ENSRNOG00000017434
311,ENSRNOG00000001106
312,ENSRNOG00000013223
313,ENSRNOG00000008283
314,ENSRNOG00000057362
315,ENSRNOG00000017913
316,ENSRNOG00000051993
317,ENSRNOG00000051699
318,ENSRNOG00000028404
319,ENSRNOG00000061100
320,ENSRNOG00000032684
321,ENSRNOG00000021795
322,ENSRNOG00000019069
323,ENSRNOG00000016161
324,ENSRNOG00000005719
325,ENSRNOG00000068201
326,ENSRNOG00000009155
327,ENSRNOG00000055714
328,ENSRNOG00000001289
329,ENSRNOG00000006255
330,ENSRNOG00000011114
331,ENSRNOG00000005886
332,ENSRNOG00000006723
333,ENSRNOG00000020264
334,ENSRNOG00000011829
335,ENSRNOG00000012811
336,ENSRNOG00000071002
337,ENSRNOG00000020391
338,ENSRNOG00000018847
339,ENSRNOG00000006844
340,ENSRNOG00000001592
341,ENSRNOG00000019931
342,ENSRNOG00000005053
343,ENSRNOG00000015566
344,ENSRNOG00000016875
345,ENSRNOG00000018397
346,ENSRNOG00000014645
347,ENSRNOG00000021855
348,ENSRNOG00000020587
349,ENSRNOG00000064105
350,ENSRNOG00000021242
351,ENSRNOG00000014918
352,ENSRNOG00000014058
353,ENSRNOG00000036615
354,ENSRNOG00000017210
355,ENSRNOG00000015896
356,ENSRNOG00000053269
357,ENSRNOG00000017045
358,ENSRNOG00000017654
359,ENSRNOG00000015632
360,ENSRNOG00000013379
361,ENSRNOG00000036971
362,ENSRNOG00000052429
363,ENSRNOG00000048651
364,ENSRNOG00000019262
365,ENSRNOG00000059857
366,ENSRNOG00000026653
367,ENSRNOG00000049531
368,ENSRNOG00000014414
369,ENSRNOG00000019749
370,ENSRNOG00000010421
371,ENSRNOG00000027374
372,ENSRNOG00000021338
373,ENSRNOG00000021725
374,ENSRNOG00000015753
375,ENSRNOG00000002305
376,ENSRNOG00000019965
377,ENSRNOG00000046996
378,ENSRNOG00000069644
379,ENSRNOG00000002713
380,ENSRNOG00000032942
381,ENSRNOG00000054217
382,ENSRNOG00000018851
383,ENSRNOG00000046007
384,ENSRNOG00000052880
385,ENSRNOG00000007268
386,ENSRNOG00000016279
387,ENSRNOG00000015636
388,ENSRNOG00000002524
389,ENSRNOG00000008256
390,ENSRNOG00000008578
391,ENSRNOG00000024641
392,ENSRNOG00000013557
393,ENSRNOG00000028390
394,ENSRNOG00000011713
395,ENSRNOG00000016665
396,ENSRNOG00000020694
397,ENSRNOG00000006795
398,ENSRNOG00000026994
399,ENSRNOG00000006946
400,ENSRNOG00000013949
401,ENSRNOG00000011329
402,ENSRNOG00000007895
403,ENSRNOG00000024349
404,ENSRNOG00000002999
405,ENSRNOG00000016559
406,ENSRNOG00000033502
407,ENSRNOG00000004805
408,ENSRNOG00000021962
409,ENSRNOG00000031287
410,ENSRNOG00000045821
411,ENSRNOG00000021233
412,ENSRNOG00000022732
413,ENSRNOG00000029333
414,ENSRNOG00000019822
415,ENSRNOG00000064540
416,ENSRNOG00000001480
417,ENSRNOG00000064527
418,ENSRNOG00000016706
419,ENSRNOG00000000480
420,ENSRNOG00000060821
421,ENSRNOG00000020580
422,ENSRNOG00000008634
423,ENSRNOG00000006355
424,ENSRNOG00000064612
425,ENSRNOG00000006978
426,ENSRNOG00000029366
427,ENSRNOG00000020478
428,ENSRNOG00000008291
429,ENSRNOG00000017753
430,ENSRNOG00000025287
431,ENSRNOG00000000818
432,ENSRNOG00000032417
433,ENSRNOG00000020793
434,ENSRNOG00000070835
435,ENSRNOG00000005930
436,ENSRNOG00000043225
437,ENSRNOG00000059344
438,ENSRNOG00000027630
439,ENSRNOG00000069992
440,ENSRNOG00000014480
441,ENSRNOG00000066608
442,ENSRNOG00000007597
443,ENSRNOG00000002191
444,ENSRNOG00000050426
445,ENSRNOG00000008048
446,ENSRNOG00000024631
447,ENSRNOG00000013162
448,ENSRNOG00000051499
449,ENSRNOG00000001555
450,ENSRNOG00000021560
451,ENSRNOG00000021442
452,ENSRNOG00000052486
453,ENSRNOG00000018642
454,ENSRNOG00000019807
455,ENSRNOG00000017889
456,ENSRNOG00000048113
457,ENSRNOG00000005884
458,ENSRNOG00000011116
459,ENSRNOG00000003183
460,ENSRNOG00000013594
461,ENSRNOG00000056228
462,ENSRNOG00000027422
463,ENSRNOG00000020376
464,ENSRNOG00000037402
465,ENSRNOG00000009799
466,ENSRNOG00000020571
467,ENSRNOG00000004726
468,ENSRNOG00000000938
469,ENSRNOG00000015059
470,ENSRNOG00000018553
471,ENSRNOG00000037865
472,ENSRNOG00000053075
473,ENSRNOG00000006827
474,ENSRNOG00000029146
475,ENSRNOG00000023520
476,ENSRNOG00000049952
477,ENSRNOG00000015150
478,ENSRNOG00000067962
479,ENSRNOG00000001479
480,ENSRNOG00000046211
481,ENSRNOG00000011750
482,ENSRNOG00000021312
483,ENSRNOG00000005710
484,ENSRNOG00000021245
485,ENSRNOG00000017884
486,ENSRNOG00000050111
487,ENSRNOG00000006695
488,ENSRNOG00000011723
489,ENSRNOG00000000587
490,ENSRNOG00000049179
491,ENSRNOG00000012735
492,ENSRNOG00000015124
493,ENSRNOG00000003967
494,ENSRNOG00000045570
495,ENSRNOG00000012357
496,ENSRNOG00000013713
497,ENSRNOG00000023557
498,ENSRNOG00000020867
499,ENSRNOG00000018463
500,ENSRNOG00000007062
501,ENSRNOG00000011093
502,ENSRNOG00000015590
503,ENSRNOG00000003281
504,ENSRNOG00000020892
505,ENSRNOG00000024128
506,ENSRNOG00000031485
507,ENSRNOG00000016301
508,ENSRNOG00000020185
509,ENSRNOG00000015596
510,ENSRNOG00000006114
511,ENSRNOG00000069697
512,ENSRNOG00000012303
513,ENSRNOG00000014268
514,ENSRNOG00000040281
515,ENSRNOG00000021027
516,ENSRNOG00000008641
517,ENSRNOG00000011471
518,ENSRNOG00000013874
519,ENSRNOG00000009734
520,ENSRNOG00000048288
521,ENSRNOG00000028662
522,ENSRNOG00000014380
523,ENSRNOG00000013660
524,ENSRNOG00000028206
525,ENSRNOG00000013309
526,ENSRNOG00000005580
527,ENSRNOG00000019221
528,ENSRNOG00000056954
529,ENSRNOG00000060464
530,ENSRNOG00000047573
531,ENSRNOG00000018792
532,ENSRNOG00000001345
533,ENSRNOG00000031523
534,ENSRNOG00000016640
535,ENSRNOG00000002855
536,ENSRNOG00000007752
537,ENSRNOG00000019921
538,ENSRNOG00000003848
539,ENSRNOG00000039214
540,ENSRNOG00000015476
541,ENSRNOG00000029165
542,ENSRNOG00000022136
543,ENSRNOG00000004430
544,ENSRNOG00000006500
545,ENSRNOG00000019023
546,ENSRNOG00000050312
547,ENSRNOG00000018909
548,ENSRNOG00000021273
549,ENSRNOG00000024903
550,ENSRNOG00000001342
551,ENSRNOG00000026277
552,ENSRNOG00000065863
553,ENSRNOG00000020554
554,ENSRNOG00000012394
555,ENSRNOG00000017951
556,ENSRNOG00000046345
557,ENSRNOG00000006931
558,ENSRNOG00000016907
559,ENSRNOG00000038328
560,ENSRNOG00000019463
561,ENSRNOG00000030355
562,ENSRNOG00000069254
563,ENSRNOG00000011748
564,ENSRNOG00000001584
565,ENSRNOG00000028628
566,ENSRNOG00000014373
567,ENSRNOG00000050381
568,ENSRNOG00000014034
569,ENSRNOG00000012608
570,ENSRNOG00000021808
571,ENSRNOG00000001108
572,ENSRNOG00000024278
573,ENSRNOG00000060580
574,ENSRNOG00000002972
575,ENSRNOG00000062728
576,ENSRNOG00000017553
577,ENSRNOG00000032630
578,ENSRNOG00000008912
579,ENSRNOG00000026914
580,ENSRNOG00000030120
581,ENSRNOG00000053023
582,ENSRNOG00000014532
583,ENSRNOG00000054224
584,ENSRNOG00000009243
585,ENSRNOG00000047706
586,ENSRNOG00000015413
587,ENSRNOG00000002061
588,ENSRNOG00000046159
589,ENSRNOG00000020923
590,ENSRNOG00000009713
591,ENSRNOG00000011914
592,ENSRNOG00000018488
593,ENSRNOG00000034254
594,ENSRNOG00000061543
595,ENSRNOG00000022804
596,ENSRNOG00000020673
597,ENSRNOG00000014675
598,ENSRNOG00000063636
599,ENSRNOG00000012151
600,ENSRNOG00000000858
601,ENSRNOG00000026503
602,ENSRNOG00000015594
603,ENSRNOG00000014844
604,ENSRNOG00000018860
605,ENSRNOG00000004515
606,ENSRNOG00000019416
607,ENSRNOG00000018671
608,ENSRNOG00000019575
609,ENSRNOG00000018815
610,ENSRNOG00000070111
611,ENSRNOG00000019551
612,ENSRNOG00000020891
613,ENSRNOG00000028746
614,ENSRNOG00000027380
615,ENSRNOG00000063752
616,ENSRNOG00000069187
617,ENSRNOG00000000195
618,ENSRNOG00000014021
619,ENSRNOG00000014963
620,ENSRNOG00000009897
621,ENSRNOG00000008467
622,ENSRNOG00000050510
623,ENSRNOG00000005158
624,ENSRNOG00000017420
625,ENSRNOG00000047314
626,ENSRNOG00000049766
627,ENSRNOG00000025551
628,ENSRNOG00000052981
629,ENSRNOG00000012771
630,ENSRNOG00000024139
631,ENSRNOG00000062809
632,ENSRNOG00000015807
633,ENSRNOG00000016558
634,ENSRNOG00000020618
635,ENSRNOG00000020982
636,ENSRNOG00000015253
637,ENSRNOG00000011971
638,ENSRNOG00000003601
639,ENSRNOG00000018604
640,ENSRNOG00000012301
641,ENSRNOG00000019201
642,ENSRNOG00000006450
643,ENSRNOG00000005762
644,ENSRNOG00000013090
645,ENSRNOG00000042070
646,ENSRNOG00000003042
647,ENSRNOG00000010386
648,ENSRNOG00000007763
649,ENSRNOG00000003992
650,ENSRNOG00000008362
651,ENSRNOG00000000239
652,ENSRNOG00000013690
653,ENSRNOG00000003125
654,ENSRNOG00000030889
655,ENSRNOG00000023830
656,ENSRNOG00000050636
657,ENSRNOG00000003869
658,ENSRNOG00000047396
659,ENSRNOG00000020259
660,ENSRNOG00000056786
661,ENSRNOG00000008843
662,ENSRNOG00000017408
663,ENSRNOG00000000697
664,ENSRNOG00000006058
665,ENSRNOG00000014761
666,ENSRNOG00000010730
667,ENSRNOG00000009397
668,ENSRNOG00000010516
669,ENSRNOG00000015669
670,ENSRNOG00000000977
671,ENSRNOG00000005998
672,ENSRNOG00000049430
673,ENSRNOG00000036918
674,ENSRNOG00000021155
675,ENSRNOG00000012927
676,ENSRNOG00000031769
677,ENSRNOG00000013866
678,ENSRNOG00000021447
679,ENSRNOG00000017866
680,ENSRNOG00000013807
681,ENSRNOG00000007648
682,ENSRNOG00000001351
683,ENSRNOG00000047931
684,ENSRNOG00000036698
685,ENSRNOG00000034234
686,ENSRNOG00000019956
687,ENSRNOG00000050645
688,ENSRNOG00000022721
689,ENSRNOG00000024786
690,ENSRNOG00000000692
691,ENSRNOG00000011052
692,ENSRNOG00000031358
693,ENSRNOG00000033318
694,ENSRNOG00000005063
695,ENSRNOG00000050104
696,ENSRNOG00000064186
697,ENSRNOG00000011677
698,ENSRNOG00000002643
699,ENSRNOG00000039559
700,ENSRNOG00000015134
701,ENSRNOG00000048495
702,ENSRNOG00000003625
703,ENSRNOG00000054626
704,ENSRNOG00000014857
705,ENSRNOG00000020812
706,ENSRNOG00000042962
707,ENSRNOG00000001139
708,ENSRNOG00000013862
709,ENSRNOG00000000436
710,ENSRNOG00000012068
711,ENSRNOG00000004741
712,ENSRNOG00000066773
713,ENSRNOG00000018730
714,ENSRNOG00000010695
715,ENSRNOG00000018795
716,ENSRNOG00000010940
717,ENSRNOG00000004146
718,ENSRNOG00000025001
719,ENSRNOG00000001953
720,ENSRNOG00000013439
721,ENSRNOG00000013463
722,ENSRNOG00000015325
723,ENSRNOG00000059618
724,ENSRNOG00000006841
725,ENSRNOG00000046283
726,ENSRNOG00000000520
727,ENSRNOG00000020351
728,ENSRNOG00000032729
729,ENSRNOG00000042359
730,ENSRNOG00000000983
731,ENSRNOG00000043331
732,ENSRNOG00000028690
733,ENSRNOG00000008411
734,ENSRNOG00000064233
735,ENSRNOG00000029049
736,ENSRNOG00000022698
737,ENSRNOG00000017548
738,ENSRNOG00000007949
739,ENSRNOG00000050578
740,ENSRNOG00000034102
741,ENSRNOG00000022623
742,ENSRNOG00000016475
743,ENSRNOG00000001148
744,ENSRNOG00000020715
745,ENSRNOG00000020705
746,ENSRNOG00000023152
747,ENSRNOG00000005389
748,ENSRNOG00000020000
749,ENSRNOG00000009447
750,ENSRNOG00000042787
751,ENSRNOG00000004578
752,ENSRNOG00000026114
753,ENSRNOG00000002387
754,ENSRNOG00000050869
755,ENSRNOG00000007756
756,ENSRNOG00000046548
757,ENSRNOG00000007462
758,ENSRNOG00000048169
759,ENSRNOG00000020466
760,ENSRNOG00000037668
761,ENSRNOG00000012634
762,ENSRNOG00000011373
763,ENSRNOG00000005342
764,ENSRNOG00000004107
765,ENSRNOG00000015458
766,ENSRNOG00000009409
767,ENSRNOG00000010520
768,ENSRNOG00000006570
769,ENSRNOG00000009250
770,ENSRNOG00000024568
771,ENSRNOG00000017002
772,ENSRNOG00000016935
773,ENSRNOG00000016939
774,ENSRNOG00000003105
775,ENSRNOG00000018645
776,ENSRNOG00000019973
777,ENSRNOG00000021175
778,ENSRNOG00000012499
779,ENSRNOG00000008978
780,ENSRNOG00000016010
781,ENSRNOG00000049056
782,ENSRNOG00000018845
783,ENSRNOG00000009336
784,ENSRNOG00000014518
785,ENSRNOG00000010617
786,ENSRNOG00000001005
787,ENSRNOG00000004710
788,ENSRNOG00000014399
789,ENSRNOG00000000479
790,ENSRNOG00000017967
791,ENSRNOG00000020005
792,ENSRNOG00000014272
793,ENSRNOG00000025930
794,ENSRNOG00000025110
795,ENSRNOG00000011459
796,ENSRNOG00000003399
797,ENSRNOG00000009466
798,ENSRNOG00000030700
799,ENSRNOG00000008392
800,ENSRNOG00000004452
801,ENSRNOG00000042620
802,ENSRNOG00000019971
803,ENSRNOG00000018752
804,ENSRNOG00000047575
805,ENSRNOG00000010882
806,ENSRNOG00000008754
807,ENSRNOG00000032410
808,ENSRNOG00000019143
809,ENSRNOG00000008316
810,ENSRNOG00000007214
811,ENSRNOG00000001843
812,ENSRNOG00000017729
813,ENSRNOG00000010023
814,ENSRNOG00000005099
815,ENSRNOG00000063586
816,ENSRNOG00000010626
817,ENSRNOG00000000561
818,ENSRNOG00000016467
819,ENSRNOG00000037299
820,ENSRNOG00000018105
821,ENSRNOG00000010798
822,ENSRNOG00000045831
823,ENSRNOG00000064647
824,ENSRNOG00000008512
825,ENSRNOG00000002381
826,ENSRNOG00000053232
827,ENSRNOG00000019152
828,ENSRNOG00000053400
829,ENSRNOG00000008596
830,ENSRNOG00000016968
831,ENSRNOG00000013339
832,ENSRNOG00000027099
833,ENSRNOG00000012692
834,ENSRNOG00000004141
835,ENSRNOG00000015335
836,ENSRNOG00000045819
837,ENSRNOG00000018680
838,ENSRNOG00000018410
839,ENSRNOG00000024957
840,ENSRNOG00000057628
841,ENSRNOG00000018599
842,ENSRNOG00000020204
843,ENSRNOG00000016708
844,ENSRNOG00000029572
845,ENSRNOG00000013743
846,ENSRNOG00000067018
847,ENSRNOG00000031979
848,ENSRNOG00000020525
849,ENSRNOG00000032178
850,ENSRNOG00000012791
851,ENSRNOG00000045949
852,ENSRNOG00000052707
853,ENSRNOG00000020947
854,ENSRNOG00000004572
855,ENSRNOG00000015685
856,ENSRNOG00000019000
857,ENSRNOG00000010587
858,ENSRNOG00000025459
859,ENSRNOG00000009499
860,ENSRNOG00000030371
861,ENSRNOG00000053502
862,ENSRNOG00000033747
863,ENSRNOG00000011423
864,ENSRNOG00000001049
865,ENSRNOG00000014908
866,ENSRNOG00000023375
867,ENSRNOG00000005003
868,ENSRNOG00000027249
869,ENSRNOG00000030127
870,ENSRNOG00000010196
871,ENSRNOG00000028569
872,ENSRNOG00000004781
873,ENSRNOG00000009069
874,ENSRNOG00000000121
875,ENSRNOG00000039754
876,ENSRNOG00000008415
877,ENSRNOG00000019383
878,ENSRNOG00000006519
879,ENSRNOG00000054954
880,ENSRNOG00000054140
881,ENSRNOG00000001976
882,ENSRNOG00000053468
883,ENSRNOG00000043426
884,ENSRNOG00000020482
885,ENSRNOG00000011032
886,ENSRNOG00000015202
887,ENSRNOG00000016247
888,ENSRNOG00000003178
889,ENSRNOG00000016961
890,ENSRNOG00000001232
891,ENSRNOG00000014786
892,ENSRNOG00000051986
893,ENSRNOG00000064553
894,ENSRNOG00000018077
895,ENSRNOG00000009411
896,ENSRNOG00000012325
897,ENSRNOG00000010076
898,ENSRNOG00000029244
899,ENSRNOG00000028580
900,ENSRNOG00000019578
901,ENSRNOG00000007678
902,ENSRNOG00000059552
903,ENSRNOG00000002794
904,ENSRNOG00000017416
905,ENSRNOG00000017730
906,ENSRNOG00000033893
907,ENSRNOG00000004032
908,ENSRNOG00000061247
909,ENSRNOG00000049407
910,ENSRNOG00000018475
911,ENSRNOG00000047625
912,ENSRNOG00000012939
913,ENSRNOG00000048981
914,ENSRNOG00000018319
915,ENSRNOG00000047895
916,ENSRNOG00000067278
917,ENSRNOG00000013771
918,ENSRNOG00000025005
919,ENSRNOG00000033844
920,ENSRNOG00000016580
921,ENSRNOG00000007262
922,ENSRNOG00000000486
923,ENSRNOG00000004743
924,ENSRNOG00000029478
925,ENSRNOG00000006858
926,ENSRNOG00000016967
927,ENSRNOG00000061695
928,ENSRNOG00000005390
929,ENSRNOG00000017299
930,ENSRNOG00000017418
931,ENSRNOG00000024603
932,ENSRNOG00000020027
933,ENSRNOG00000011533
934,ENSRNOG00000048071
935,ENSRNOG00000010746
936,ENSRNOG00000000517
937,ENSRNOG00000003201
938,ENSRNOG00000047023
939,ENSRNOG00000015231
940,ENSRNOG00000068046
941,ENSRNOG00000015230
942,ENSRNOG00000020229
943,ENSRNOG00000021660
944,ENSRNOG00000068856
945,ENSRNOG00000013328
946,ENSRNOG00000004581
947,ENSRNOG00000004426
948,ENSRNOG00000018198
949,ENSRNOG00000011647
950,ENSRNOG00000018338
951,ENSRNOG00000030328
952,ENSRNOG00000001611
953,ENSRNOG00000018774
954,ENSRNOG00000000386
955,ENSRNOG00000004846
956,ENSRNOG00000026502
957,ENSRNOG00000016283
958,ENSRNOG00000033568
959,ENSRNOG00000002580
960,ENSRNOG00000026716
961,ENSRNOG00000045647
962,ENSRNOG00000020517
963,ENSRNOG00000059140
964,ENSRNOG00000050979
965,ENSRNOG00000029339
966,ENSRNOG00000051706
967,ENSRNOG00000028292
968,ENSRNOG00000018281
969,ENSRNOG00000012840
970,ENSRNOG00000058243
971,ENSRNOG00000004125
972,ENSRNOG00000061230
973,ENSRNOG00000029667
974,ENSRNOG00000021517
975,ENSRNOG00000046776
976,ENSRNOG00000020110
977,ENSRNOG00000048848
978,ENSRNOG00000020782
979,ENSRNOG00000058983
980,ENSRNOG00000052634
981,ENSRNOG00000012808
982,ENSRNOG00000016387
983,ENSRNOG00000005810
984,ENSRNOG00000009950
985,ENSRNOG00000000513
986,ENSRNOG00000016411
987,ENSRNOG00000017847
988,ENSRNOG00000017904
989,ENSRNOG00000005058
990,ENSRNOG00000047708
991,ENSRNOG00000022764
992,ENSRNOG00000001367
993,ENSRNOG00000024930
994,ENSRNOG00000065606
995,ENSRNOG00000021399
996,ENSRNOG00000025100
997,ENSRNOG00000008081
998,ENSRNOG00000066958
999,ENSRNOG00000016137
